item_id,item_name,category_id,category_name
202,Razielle,6,Epée
203,Ceinture du Tot,10,Ceinture
204,Kryst O'Boul,4,Bâton
205,Petites Dagues de Fouraille,5,Dague
206,Dagues de Fouraille,5,Dague
207,Grandes Dagues de Fouraille,5,Dague
208,Puissantes Dagues de Fouraille,5,Dague
211,Petites Dagues de Croclage,5,Dague
212,Dagues de Croclage,5,Dague
213,Grandes Dagues de Croclage,5,Dague
214,Impressionantes Dagues de Croclage,5,Dague
218,Bashers,5,Dague
219,Blessdags,5,Dague
220,Chakra Style,5,Dague
221,Petit Marteau de Raclage,7,Marteau
222,Marteau de Raclage,7,Marteau
223,Grand Marteau de Raclage,7,Marteau
224,Puissant Marteau de Raclage,7,Marteau
227,Petit Marteau d'Ivoire,7,Marteau
228,Marteau d'Ivoire,7,Marteau
229,Grand Marteau d'Ivoire,7,Marteau
230,Puissant Marteau d'Ivoire,7,Marteau
233,Kaiser,7,Marteau
234,Ragnarok,7,Marteau
235,Cerberus,7,Marteau
236,Barabas,7,Marteau
237,Sargasse,7,Marteau
238,Petite Pelle de Crapouille,8,Pelle
239,Pelle de Crapouille,8,Pelle
240,Grande Pelle de Crapouille,8,Pelle
241,Puissante Pelle de Crapouille,8,Pelle
244,Petite Pelle de Rapage,8,Pelle
245,Pelle de Rapage,8,Pelle
246,Grande Pelle de Rapage,8,Pelle
247,Puissante Pelle de Rapage,8,Pelle
250,Ares,8,Pelle
251,Barbe Grise,8,Pelle
252,Petite Ceinture Vitalesque,10,Ceinture
253,Ceinture Vitalesque,10,Ceinture
254,Grande Ceinture Vitalesque,10,Ceinture
255,Imposante Ceinture Vitalesque,10,Ceinture
256,Petite Ceinture Forcesque,10,Ceinture
257,Ceinture Forcesque,10,Ceinture
258,Grande Ceinture Forcesque,10,Ceinture
259,Imposante Ceinture Forcesque,10,Ceinture
260,Petite Ceinture Agilesque,10,Ceinture
261,Ceinture Agilesque,10,Ceinture
262,Grande Ceinture Agilesque,10,Ceinture
263,Imposante Ceinture Agilesque,10,Ceinture
264,Petit Arc Déroutant,2,Arc
265,Arc Déroutant,2,Arc
266,Grand Arc Déroutant,2,Arc
267,Puissant Arc Déroutant,2,Arc
270,Xaveur,2,Arc
271,Le Marteau du Chafer,7,Marteau
272,Nomoon,2,Arc
273,La Corde de Yamato,2,Arc
274,Pièce du Puzzle de la Griffe,51,Pierre brute
276,Pièce du Trésor du Badoul,15,Ressource
278,Anneau des Rocheuses,9,Anneau
279,La Larme du Bouftou,1,Amulette
280,Collier de l'Arc en Ciel,1,Amulette
281,Pomme,42,Friandise
282,Fiole de Soin supérieure,12,Potion
283,Fiole de Soin,12,Potion
284,Sel,48,Poudre
285,Farine de Blé,52,Farine
286,Levure de Boulanger,48,Poudre
287,Graine de Sésame,58,Graine
288,Graine de Tournesol sauvage,58,Graine
289,Blé,34,Céréale
290,Champignon,15,Ressource
291,Poils du Mulou,54,Poil
292,Testicules du Mulou,15,Ressource
293,Petite Pelle du Craqueleur,8,Pelle
294,Pelle du Craqueleur,8,Pelle
295,Grande Pelle du Craqueleur,8,Pelle
296,Puissante Pelle du craqueleur,8,Pelle
297,Bottes du Petit Bouftou,11,Botte
298,Sandales Tofuesques,11,Botte
299,Bottes de Faillete,11,Botte
300,Graine de Pavot,58,Graine
301,Plumes de Tofu,53,Plume
302,Citrouille,68,Légume
303,Bois de Frêne,38,Bois
304,Cuir de Bouftou,56,Cuir
305,Dent de Wabbit,47,Os
306,Fleur de Pissenlit Diabolique,35,Fleur
307,Ailes de Moskito,104,Aile
308,Coquille de Dragoeuf Blanc,111,Coquille
309,Pétale de Rose Démoniaque,35,Fleur
310,Os de Chafer,47,Os
311,Eau,15,Ressource
312,Fer,39,Minerai
313,Or,39,Minerai
315,Diamant,50,Pierre précieuse
316,Emeraude,50,Pierre précieuse
317,Bâton du Petit Tabi,4,Bâton
318,Bâton du Tabi,4,Bâton
319,Bâton du Grand Tabi,4,Bâton
320,Bâton du Puissant Tabi,4,Bâton
323,Amulette du Kam Assutra,1,Amulette
324,Amulette de Krokette,1,Amulette
325,Amulette du Sram,1,Amulette
326,Amulette Deulegarnoulle,1,Amulette
327,Lame du Chevaucheur de Karne,6,Epée
328,Koupe-koupe,6,Epée
329,Arc de Triomphe,2,Arc
331,Arc Hancihaile,2,Arc
332,Arc de Jeanne,2,Arc
333,Baguette Deuh-Pain,3,Baguette
334,Baguette de Liriel,3,Baguette
335,Bâton du Bwork Mage,4,Bâton
336,Bâton du Grand Pa Wabbit,4,Bâton
337,Arc du Bwork Archer,2,Arc
338,Lame du Petit Bwork,6,Epée
339,Lame du Chafer,6,Epée
340,Leurnettes,5,Dague
341,Dagues Eurfolles,5,Dague
342,Marteau Pickeur,7,Marteau
345,Petite Pelle Teuze,8,Pelle
346,Anneau Rak,9,Anneau
347,Rhizome Doré,8,Pelle
348,Bottes de Céleri-Thé,11,Botte
350,Argent,39,Minerai
351,Bière d'Amakna,37,Bière
352,Petite Epée Sacrée,6,Epée
353,Epée du Petit Chevalier,6,Epée
354,La Klebik,6,Epée
355,L'Anneau de Valeur,9,Anneau
356,Ceinture d'Endurance,10,Ceinture
357,La Queue,6,Epée
358,La Queue Infernale,6,Epée
359,L'Ecaliseur,9,Anneau
360,Oreilles du Tiwabbit,106,Oreille
361,Cawotte,68,Légume
362,Peau de Larve Bleue,59,Peau
363,Peau de Larve Orange,59,Peau
364,Peau de Larve Verte,59,Peau
365,Patte d'Arakne,103,Patte
366,Bec du Tofu,47,Os
367,Oeuf de Tofu,105,Oeuf
368,Gelée à la Fraise,110,Gelée
369,Gelée à la Menthe,110,Gelée
370,Gelée Bleutée Royale,110,Gelée
371,Sourcil de Moskito,15,Ressource
372,Bandeau du Black Tiwabbit,15,Ressource
373,Tige de Pissenlit Diabolique,36,Plante
374,Langue du Pissenlit Diabolique,36,Plante
375,Dent du Tofu Maléfique,47,Os
376,Aile du Tofu Maléfique,104,Aile
377,Epine du Champ Champ,15,Ressource
378,Sporme du Champ Champ,15,Ressource
379,Pince du Crabe,47,Os
380,Feuille de Menthe Sauvage,36,Plante
381,Fraise,46,Fruit
382,Ongle de Chevaucheur de Karne,47,Os
383,Corne de Bouftou,47,Os
384,Laine de Bouftou,57,Laine
385,Bave de Bouftou,15,Ressource
386,Groin du Sanglier,15,Ressource
387,Défense du Sanglier,47,Os
388,Poils du Sanglier,54,Poil
389,Huile de Tournesol Sauvage,60,Huile
390,Huile de Noix,60,Huile
391,Noix de Cajou,58,Graine
392,Noix de Pécan,58,Graine
393,Gland,58,Graine
394,Noisette,58,Graine
395,Trèfle à 5 feuilles,36,Plante
396,Huile de Palme,60,Huile
397,Huile de Koode,60,Huile
398,Fruit de Palme,46,Fruit
399,Huile de Sésame,60,Huile
400,Orge,34,Céréale
401,Houblon,34,Céréale
405,Malt,34,Céréale
406,Estomac de Wo Wabbit,15,Ressource
407,Pic du Prespic,47,Os
408,Dentier du Chafer d'élite,47,Os
409,Poils de Barbe du Bwork Mage,54,Poil
410,Livre du Bwork Mage,25,Document
411,Bec du Kwak de Glace,47,Os
412,Bec du Kwak de Flamme,47,Os
413,Bec du Kwak du Vent,47,Os
414,Plume du Kwak de Glace,53,Plume
415,Plume du Kwak de Flamme,53,Plume
416,Plume du Kwak de Vent,53,Plume
417,Boue du Boo,15,Ressource
418,Poils de Barbe du Grand Pa Wabbit,54,Poil
419,Oreille du Grand Pa Wabbit,106,Oreille
420,Ficelle en Lin,15,Ressource
421,Fleur de Lin,35,Fleur
422,Graine de Lin,58,Graine
423,Lin,34,Céréale
424,Fibre de Lin,55,Etoffe
425,Chanvre,34,Céréale
426,Fibre de Chanvre,55,Etoffe
427,Graine de Chanvre,58,Graine
428,Fleur de Chanvre,35,Fleur
429,Pointe de Flèche du Bwork Archer,15,Ressource
430,Os Invisible du Chafer Invisible,47,Os
431,Pierre du Craqueleur,51,Pierre brute
432,Côtes du Rib,47,Os
433,Fémur du Chafer Archer,47,Os
434,Ecorce d'Abraknyde,96,Ecorce
435,Racine d'Abraknyde,98,Racine
436,Bâton en Racine d'Abraknyde,4,Bâton
437,Bourgeon d'Abraknyde,108,Bourgeon
438,Queue du Mulou,65,Queue
439,Canine du Mulou,47,Os
440,Griffe du Mulou,15,Ressource
441,Cuivre,39,Minerai
442,Bronze,39,Minerai
443,Kobalte,39,Minerai
444,Etain,39,Minerai
445,Manganèse,39,Minerai
446,Bauxite,39,Minerai
447,Charbon,39,Minerai
448,Silex,51,Pierre brute
449,Bois d'Ebène,38,Bois
450,Pierre de Granit,51,Pierre brute
454,Hache de Bûcheron,19,Hache
455,Marteau de l'Aurore,7,Marteau
456,Tueuse de Chênes,19,Hache
458,Amulette du Chafer,1,Amulette
459,Planche en Frêne,95,Planche
460,Bois de Chêne,38,Bois
461,Bois d'If,38,Bois
462,Arc en Racine d'Abraknyde,2,Arc
463,Ambre,50,Pierre précieuse
464,Ambre d'Abraknyde,50,Pierre précieuse
465,Cristal,50,Pierre précieuse
466,Saphir,50,Pierre précieuse
467,Rubis,50,Pierre précieuse
468,Pain d'Amakna,33,Pain
469,Baguette en Racine d'Abraknyde,3,Baguette
470,Bois d'Orme,38,Bois
471,Bois d'Erable,38,Bois
472,Bois de Charme,38,Bois
473,Bois de Châtaignier,38,Bois
474,Bois de Merisier,38,Bois
476,Bois de Noyer,38,Bois
477,Sang de Dragon Cochon,15,Ressource
478,Elagueuse de Charme,19,Hache
479,Ivoire,47,Os
480,Minerai Etrange,39,Minerai
481,Crâne du Dragon Cochon,47,Os
482,Pelle Teuze,8,Pelle
483,Grande Pelle Teuze,8,Pelle
484,Puissante Pelle Teuze,8,Pelle
485,Slip en cuir du Chafer Lancier,56,Cuir
486,Cuir de Sanglier,56,Cuir
487,Cuir du Dragon Cochon,56,Cuir
489,Loupe,20,Outil
490,Fiole,20,Outil
491,Sertisseur,5,Dague
492,Le Pétrisseur,20,Outil
493,Marteau de Forgeur de Marteaux,7,Marteau
494,Marteau de Forgeur d'Epées,7,Marteau
495,Marteau de Forgeur de Dagues,7,Marteau
496,Marteau de Forgeur de Pelles,7,Marteau
497,Pioche du Mineur,21,Pioche
498,Tailladeuse de Bâton,5,Dague
499,Tailladeuse de Baguette,5,Dague
500,Tailladeuse d'Arc,5,Dague
501,Sève d'Abraknyde Retravaillée,15,Ressource
502,Trancheuse d'If,19,Hache
515,Boulgourde des Clairières,19,Hache
519,Poudre de Perlinpainpain,48,Poudre
520,Pain aux Graines de Pavot,33,Pain
521,Pain aux Graines de Sésame,33,Pain
522,Pain aux Graines de Lin,33,Pain
524,Pain aux Noisettes,33,Pain
526,Pain aux Céréales,33,Pain
527,Pain aux Noix,33,Pain
528,Pain au Blé Complet,33,Pain
529,Farine d'Orge,52,Farine
530,Farine de Seigle,52,Farine
531,Farine d'Avoine,52,Farine
532,Seigle,34,Céréale
533,Avoine,34,Céréale
534,Farine de Malt,52,Farine
535,Farine de Houblon,52,Farine
536,Pain aux Flocons d'Avoine,33,Pain
537,Pomme de Terre,68,Légume
538,Pommes de Terre épluchées,68,Légume
539,Pain de Seigle,33,Pain
543,Pierre de Diamant,51,Pierre brute
544,Pierre d'Emeraude,51,Pierre brute
545,Pierre de Cristal,51,Pierre brute
546,Pierre de Saphir,51,Pierre brute
547,Pierre de Rubis,51,Pierre brute
548,Potion de Rappel,12,Potion
577,Faux du Paysan,22,Faux
578,Pierre à Aiguiser,51,Pierre brute
579,Coupe Cuir,5,Dague
580,Potion Ghetto Raide,12,Potion
582,Farine Blanche,52,Farine
583,Farine Bise,52,Farine
586,Farine Paysanne,52,Farine
587,Farine Complète,52,Farine
592,Corde d'Ivan Nowé,2,Arc
593,Orchidée Freyesque,35,Fleur
594,Edelweiss,35,Fleur
596,Canne à Pêche Courte,20,Outil
597,Filet simple de capture,99,Filet de capture
598,Greu-Vette,41,Poisson
600,Kralamoure,41,Poisson
602,Requin Marteau-Faucille,41,Poisson
603,Poisson Chaton,41,Poisson
607,Truite Vaseuse,41,Poisson
610,Amulette en Crabe,1,Amulette
616,Amulette du Marin,1,Amulette
617,Amulette du Pirate,1,Amulette
619,Bâton du Maître des Bouftous,4,Bâton
620,Découpeuse de Kralamoure,6,Epée
629,Chapeau Pointu,16,Chapeau
638,Amulette du Pêcheur de Somoon,1,Amulette
639,Amulette des Abîmes,1,Amulette
640,Arc des Rivages,2,Arc
641,Coton Ancestral,15,Ressource
642,Cocon de Ver à Soie,15,Ressource
643,Fil de Soie,15,Ressource
646,Poils de Black Tiwabbit,54,Poil
648,Poils de Wabbit,54,Poil
649,Poils de Wo Wabbit,54,Poil
650,Poils de Grand Pa Wabbit,54,Poil
651,Etoffe du Mulou,55,Etoffe
652,Etoffe du Sanglier,55,Etoffe
653,Etoffe du Prespic,55,Etoffe
654,Etoffe du Wabbit,55,Etoffe
657,Bâton du Maître des Tofus,4,Bâton
658,Bâton du Maître des Tabis,4,Bâton
673,Mangeuse de Châtaignier,19,Hache
674,Fendeuse de Merisier,19,Hache
675,Trancheuse de Noyer,19,Hache
676,Mangeuse d'Erable,19,Hache
677,Cape du Pirate,17,Cape
678,Parchemin d'Ivoire,13,Parchemin d'expérience
679,Parchemin Blanc,13,Parchemin d'expérience
680,Parchemin Doré,13,Parchemin d'expérience
683,Petit Parchemin de Force,76,Parchemin de caractéristique
684,Parchemin de Sorts,76,Parchemin de caractéristique
686,Petit Parchemin d'Intelligence,76,Parchemin de caractéristique
690,Farine de Lin,52,Farine
692,Pain Consistant,33,Pain
694,Dofus Pourpre,23,Dofus
695,Parchemin de Bûcheron,13,Parchemin d'expérience
696,La Coiffe du Ploukosse,16,Chapeau
697,Makroute,16,Chapeau
698,Choipo Podlard,16,Chapeau
699,Le Troma,16,Chapeau
700,Pandawa,16,Chapeau
701,Le Oiram,16,Chapeau
702,Kritter,16,Chapeau
703,Dora,16,Chapeau
704,Dantgoule,16,Chapeau
705,Masque Tromatisant,16,Chapeau
706,Crystal O'Boul,16,Chapeau
707,Minotokorno,16,Chapeau
708,Houde,16,Chapeau
709,Lorko Kasko,16,Chapeau
710,Korko Klako,16,Chapeau
711,Jouik Krampe,16,Chapeau
712,Gulliver,16,Chapeau
713,Parchemin de Forgeur d'Epées,13,Parchemin d'expérience
714,Parchemin de Forgeur de Dagues,13,Parchemin d'expérience
715,Parchemin de Sculpteur d'arcs,13,Parchemin d'expérience
716,Parchemin de Sculpteur de Bâtons,13,Parchemin d'expérience
717,Parchemin de Sculpteur de baguettes,13,Parchemin d'expérience
718,Parchemin de Sort Flamiche,75,Parchemin de sort
719,Parchemin de Sort Libération,75,Parchemin de sort
720,Parchemin de Sort Foudroiement,75,Parchemin de sort
721,Parchemin de Sort Invocation d'Arakne,75,Parchemin de sort
724,Sort Maîtrise du Bâton,73,Maîtrise
725,Sort Maîtrise de l'Epée,73,Maîtrise
726,Sort Maîtrise de l'Arc,73,Maîtrise
727,Sort Maîtrise du Marteau,73,Maîtrise
728,Sort Maîtrise de la Baguette,73,Maîtrise
729,Sort Maîtrise des Dagues,73,Maîtrise
730,Sort Maîtrise de la Pelle,73,Maîtrise
731,Parchemin de Sort Spécial Brokle,75,Parchemin de sort
732,Alliance de Silimelle,9,Anneau
733,Bottes de Ragalde,11,Botte
734,Ceinture de Sécurité,10,Ceinture
737,Dofus Emeraude,23,Dofus
739,Dofus Turquoise,23,Dofus
742,Bâton Cornu,4,Bâton
743,Brioche Dorée,33,Pain
744,Cape de Bowisse,17,Cape
745,Lingot d'Or,40,Alliage
746,Ebonite,40,Alliage
747,Aluminite,40,Alliage
748,Magnésite,40,Alliage
749,Bakélélite,40,Alliage
750,Kouartz,40,Alliage
752,Sang du Vampire,15,Ressource
754,Cape du Vampire,17,Cape
756,Slip en Cuir Moulant du Vampire,56,Cuir
757,Gelée Bleutée,110,Gelée
758,Cape du Justicier,17,Cape
759,Cape du Poolay Chogrelotant,17,Cape
760,Pain au curry sans curry,33,Pain
761,Poils de souris,54,Poil
764,Amulette du Petit Hibou,1,Amulette
765,Faux de Farle Ingalsse,22,Faux
766,Koliet Aclou,1,Amulette
767,Gantie Royal,9,Anneau
768,Camaïneux,9,Anneau
769,Einekeineux,11,Botte
770,Fecaflip,11,Botte
771,Mangeuse de Frêne,19,Hache
772,Cape Edépée,17,Cape
773,Cape Ellinie,17,Cape
774,Cape Ulais,17,Cape
775,Cape Abilité,17,Cape
776,Cape Sulcorpe,17,Cape
777,Cape du Coq Hû,17,Cape
778,Cape de Mori Arty,17,Cape
779,Cape Maj'Hic,17,Cape
781,Cape Itou Lascione,17,Cape
782,Agride,19,Hache
783,Amulette du Bûcheron,1,Amulette
784,Bottes du Chat Buté,11,Botte
785,Anneau Fortifiant,9,Anneau
786,Pendentif du Hibou Chétif,1,Amulette
787,Anneau Rexik,9,Anneau
789,Ceinture du Kobeer,10,Ceinture
790,Cape de Bonne Espérance,17,Cape
791,Abraknydi Vivitus,4,Bâton
792,Sève d'Abraknyde,15,Ressource
793,Potion de Vieillesse,12,Potion
795,Parchemin de Force,76,Parchemin de caractéristique
796,Grand Parchemin de Force,76,Parchemin de caractéristique
797,Puissant Parchemin de Force,76,Parchemin de caractéristique
798,Petit Parchemin d'Agilité,76,Parchemin de caractéristique
799,Parchemin d'Agilité,76,Parchemin de caractéristique
800,Grand Parchemin d'Agilité,76,Parchemin de caractéristique
801,Puissant Parchemin d'Agilité,76,Parchemin de caractéristique
802,Petit Parchemin de Sagesse,76,Parchemin de caractéristique
803,Parchemin de Sagesse,76,Parchemin de caractéristique
804,Grand Parchemin de Sagesse,76,Parchemin de caractéristique
805,Puissant Parchemin de Sagesse,76,Parchemin de caractéristique
806,Petit Parchemin de Vitalité,76,Parchemin de caractéristique
807,Parchemin de Vitalité,76,Parchemin de caractéristique
808,Grand Parchemin de Vitalité,76,Parchemin de caractéristique
809,Petit Parchemin de Chance,76,Parchemin de caractéristique
810,Puissant Parchemin de Vitalité,76,Parchemin de caractéristique
811,Parchemin de Chance,76,Parchemin de caractéristique
812,Grand Parchemin de Chance,76,Parchemin de caractéristique
814,Puissant Parchemin de Chance,76,Parchemin de caractéristique
815,Parchemin d'Intelligence,76,Parchemin de caractéristique
816,Grand Parchemin d'Intelligence,76,Parchemin de caractéristique
817,Puissant Parchemin d'Intelligence,76,Parchemin de caractéristique
818,Clé en Roche de Ded Aléïcar,12,Potion
819,Epée Sacrée,6,Epée
820,Grande Epée Sacrée,6,Epée
821,Puissante Epée Sacrée,6,Epée
822,Epée du Chevalier,6,Epée
823,Epée du Grand Chevalier,6,Epée
824,Epée du Puissant Chevalier,6,Epée
825,Lame du Bwork,6,Epée
826,Lame du Grand Bwork,6,Epée
827,Lame du Puissant Bwork,6,Epée
828,Arc Sifflant,2,Arc
829,Arc Hade,2,Arc
830,Baguette d'Intelligence,3,Baguette
831,Grande Baguette d'Intelligence,3,Baguette
832,Puissante Baguette d'Intelligence,3,Baguette
833,Baguette de Sagesse,3,Baguette
834,Grande Baguette de Sagesse,3,Baguette
835,Puissante Baguette de Sagesse,3,Baguette
836,Abranneau,9,Anneau
837,Bottes de Kluh,11,Botte
838,Sang d'Oni,15,Ressource
840,Poils du Minotoror,54,Poil
841,Anneau de Satisfaction,9,Anneau
842,Coquille de Dragoeuf Doré,111,Coquille
843,Coquille de Dragoeuf Noir,111,Coquille
844,Oeuf de Dragoeuf de Saphir,105,Oeuf
845,Oeuf de Dragoeuf Doré,105,Oeuf
846,Oeuf de Dragoeuf Noir,105,Oeuf
847,Oeuf de Dragoeuf Blanc,105,Oeuf
848,Vieil Os de Dragoeuf,47,Os
849,Anneau Forcesque,9,Anneau
850,Anneau Agilesque,9,Anneau
851,Anneau Vitalesque,9,Anneau
852,Petit Anneau Magique,9,Anneau
853,Petit Anneau du Chanceux,9,Anneau
854,Amulette du Petit Ours,1,Amulette
856,Grenouillette,1,Amulette
859,Ceinture d'Agilité,10,Ceinture
860,Ceinture de Chance,10,Ceinture
861,Petites Bottes de Force,11,Botte
862,Sandales d'Intelligence,11,Botte
863,Bottes Agilesques,11,Botte
864,Bottes de Chance,11,Botte
867,Dragolyre,1,Amulette
878,Parchemin de Boulanger,13,Parchemin d'expérience
879,Parchemin de Cordonnier,13,Parchemin d'expérience
880,Laine de Bouftou Royal,57,Laine
881,Laine de Boufton Blanc,57,Laine
882,Laine du Chef de Guerre Bouftou,57,Laine
883,Cuir de Boufton Blanc,56,Cuir
884,Cuir de Boufton Noir,56,Cuir
885,Laine de Boufton Noir,57,Laine
886,Cuir de Bouftou Royal,56,Cuir
887,Cuir du Chef de Guerre Bouftou,56,Cuir
888,Grandes Bottes de Concentration,11,Botte
889,Puissantes Bottes de Concentration,11,Botte
890,Bottes du Bouftou,11,Botte
891,Bottes du Grand Bouftou,11,Botte
892,Bottes du Puissant Bouftou,11,Botte
893,Petites Dagues Sylvestres,5,Dague
894,Dagues Sylvestres,5,Dague
895,Grandes Dagues Sylvestres,5,Dague
896,Puissantes Dagues Sylvestres,5,Dague
897,Petites Dagues Eguisées,5,Dague
898,Dagues Eguisées,5,Dague
899,Grandes Dagues Eguisées,5,Dague
900,Puissantes Dagues Eguisées,5,Dague
901,Cuir du Cochon de Lait,56,Cuir
902,Petites Bottes de Klime,11,Botte
903,Bottes de Klime,11,Botte
904,Grandes Bottes de Klime,11,Botte
905,Surpuissantes Bottes de Klime,11,Botte
906,Petites Bottes de Poursuite,11,Botte
907,Bottes de Poursuite,11,Botte
908,Grandes Bottes de Poursuite,11,Botte
909,Puissantes Bottes de Poursuite,11,Botte
910,Bottes d'Hogmeiser,11,Botte
911,Bottes Usées d'Hogmeiser,11,Botte
912,Bottes Dorées d'Hogmeiser,11,Botte
916,Amulette de Silicate,1,Amulette
917,La Feuille d'Automne,1,Amulette
918,Ambre Ancestrale,50,Pierre précieuse
919,Dagues Ancestrales,5,Dague
920,Bois Ancestral,38,Bois
922,Marteau du Forgeur de Haches,7,Marteau
923,Fendeuse d'Abraknyde,19,Hache
924,Puissantes Bottes de Klime,11,Botte
926,Bois Envoûté,38,Bois
927,Fendeuse d'Abraknyde Ancestral,19,Hache
928,Lame d'Ogralimde,6,Epée
929,Kristalite,50,Pierre précieuse
930,Carte au trésor des Mineurs Sombres,24,Objet de Quête
931,Carte au trésor des Boulangers Sombres,24,Objet de Quête
932,Petite Cape de Rougeur,17,Cape
933,Cape de Rougeur,17,Cape
934,Grande Cape de Rougeur,17,Cape
935,Petite Cape Bleutée,17,Cape
936,Cape Bleutée,17,Cape
937,Grande Cape Bleutée,17,Cape
938,Carte au trésor des Forgerons Sombres,24,Objet de Quête
939,Carte au trésor des Bworks,24,Objet de Quête
940,Louffeur,16,Chapeau
941,Bandeau Komintot,16,Chapeau
942,Lisseur,16,Chapeau
943,Petit Bandeau de Vitalité,16,Chapeau
944,Bandeau de Vitalité,16,Chapeau
945,Petite Cape Sombre,17,Cape
946,Cape Sombre,17,Cape
947,Grande Cape Sombre,17,Cape
948,Abracape,17,Cape
949,Grand Bandeau de Vitalité,16,Chapeau
951,Aiguilles et Fil,20,Outil
952,Cape du Mulou Fou,17,Cape
953,Cape du Tofu Fou,17,Cape
954,La Samoulaille,17,Cape
955,Cape Hilère,17,Cape
956,Cape Rice,17,Cape
957,La Boufteuse,17,Cape
958,Dofusteuse,17,Cape
959,Carte au trésor 5,24,Objet de Quête
960,Potion Wabbit,24,Objet de Quête
961,Clé Wabbit,24,Objet de Quête
962,Clé Wabbit,24,Objet de Quête
963,Clé Wabbit,24,Objet de Quête
965,Pierre de Dopeul,50,Pierre précieuse
966,Manuel du Tailleur,25,Document
967,Cape Fulgurante,17,Cape
968,Ceinture Fulgurante,10,Ceinture
969,Couronne du Wa Wabbit,16,Chapeau
970,Bâton du Wa Wabbit,4,Bâton
971,Cape du Wa Wabbit,17,Cape
972,Dofus Cawotte,23,Dofus
