id,name,category_id
237,Sargasse,7
238,Petite Pelle de Crapouille,8
239,Pelle de Crapouille,8
240,Grande Pelle de Crapouille,8
241,Puissante Pelle de Crapouille,8
244,Petite Pelle de Rapage,8
245,Pelle de Rapage,8
246,Grande Pelle de Rapage,8
247,Puissante Pelle de Rapage,8
250,Ares,8
251,Barbe Grise,8
252,Petite Ceinture Vitalesque,10
253,Ceinture Vitalesque,10
254,Grande Ceinture Vitalesque,10
255,Imposante Ceinture Vitalesque,10
256,Petite Ceinture Forcesque,10
257,Ceinture Forcesque,10
258,Grande Ceinture Forcesque,10
259,Imposante Ceinture Forcesque,10
260,Petite Ceinture Agilesque,10
261,Ceinture Agilesque,10
262,Grande Ceinture Agilesque,10
263,Imposante Ceinture Agilesque,10
264,Petit Arc Déroutant,2
265,Arc Déroutant,2
266,Grand Arc Déroutant,2
267,Puissant Arc Déroutant,2
270,Xaveur,2
271,Le Marteau du Chafer,7
272,Nomoon,2
273,La Corde de Yamato,2
274,Pièce du Puzzle de la Griffe,51
276,Pièce du Trésor du Badoul,15
278,Anneau des Rocheuses,9
279,La Larme du Bouftou,1
280,Collier de l'Arc en Ciel,1
281,Pomme,42
282,Fiole de Soin supérieure,12
283,Fiole de Soin,12
284,Sel,48
285,Farine de Blé,52
286,Levure de Boulanger,48
287,Graine de Sésame,58
288,Graine de Tournesol sauvage,58
289,Blé,34
290,Champignon,15
291,Poils du Mulou,54
292,Testicules du Mulou,15
293,Petite Pelle du Craqueleur,8
294,Pelle du Craqueleur,8
295,Grande Pelle du Craqueleur,8
296,Puissante Pelle du craqueleur,8
297,Bottes du Petit Bouftou,11
298,Sandales Tofuesques,11
299,Bottes de Faillete,11
300,Graine de Pavot,58
301,Plumes de Tofu,53
302,Citrouille,68
303,Bois de Frêne,38
304,Cuir de Bouftou,56
305,Dent de Wabbit,47
306,Fleur de Pissenlit Diabolique,35
307,Ailes de Moskito,104
308,Coquille de Dragoeuf Blanc,111
309,Pétale de Rose Démoniaque,35
310,Os de Chafer,47
311,Eau,15
312,Fer,39
313,Or,39
315,Diamant,50
316,Emeraude,50
317,Bâton du Petit Tabi,4
318,Bâton du Tabi,4
319,Bâton du Grand Tabi,4
320,Bâton du Puissant Tabi,4
323,Amulette du Kam Assutra,1
324,Amulette de Krokette,1
325,Amulette du Sram,1
326,Amulette Deulegarnoulle,1
327,Lame du Chevaucheur de Karne,6
328,Koupe-koupe,6
329,Arc de Triomphe,2
331,Arc Hancihaile,2
332,Arc de Jeanne,2
333,Baguette Deuh-Pain,3
334,Baguette de Liriel,3
335,Bâton du Bwork Mage,4
336,Bâton du Grand Pa Wabbit,4
337,Arc du Bwork Archer,2
338,Lame du Petit Bwork,6
339,Lame du Chafer,6
340,Leurnettes,5
341,Dagues Eurfolles,5
342,Marteau Pickeur,7
345,Petite Pelle Teuze,8
346,Anneau Rak,9
347,Rhizome Doré,8
348,Bottes de Céleri-Thé,11
350,Argent,39
351,Bière d'Amakna,37
352,Petite Epée Sacrée,6
353,Epée du Petit Chevalier,6
354,La Klebik,6
355,L'Anneau de Valeur,9
356,Ceinture d'Endurance,10
357,La Queue,6
358,La Queue Infernale,6
359,L'Ecaliseur,9
360,Oreilles du Tiwabbit,106
361,Cawotte,68
362,Peau de Larve Bleue,59
363,Peau de Larve Orange,59
364,Peau de Larve Verte,59
365,Patte d'Arakne,103
366,Bec du Tofu,47
367,Oeuf de Tofu,105
368,Gelée à la Fraise,110
369,Gelée à la Menthe,110
370,Gelée Bleutée Royale,110
371,Sourcil de Moskito,15
372,Bandeau du Black Tiwabbit,15
373,Tige de Pissenlit Diabolique,36
374,Langue du Pissenlit Diabolique,36
375,Dent du Tofu Maléfique,47
376,Aile du Tofu Maléfique,104
377,Epine du Champ Champ,15
378,Sporme du Champ Champ,15
379,Pince du Crabe,47
380,Feuille de Menthe Sauvage,36
381,Fraise,46
382,Ongle de Chevaucheur de Karne,47
383,Corne de Bouftou,47
384,Laine de Bouftou,57
385,Bave de Bouftou,15
386,Groin du Sanglier,15
387,Défense du Sanglier,47
388,Poils du Sanglier,54
389,Huile de Tournesol Sauvage,60
390,Huile de Noix,60
391,Noix de Cajou,58
392,Noix de Pécan,58
393,Gland,58
394,Noisette,58
395,Trèfle à 5 feuilles,36
396,Huile de Palme,60
397,Huile de Koode,60
398,Fruit de Palme,46
399,Huile de Sésame,60
400,Orge,34
401,Houblon,34
405,Malt,34
406,Estomac de Wo Wabbit,15
407,Pic du Prespic,47
408,Dentier du Chafer d'élite,47
409,Poils de Barbe du Bwork Mage,54
410,Livre du Bwork Mage,25
411,Bec du Kwak de Glace,47
412,Bec du Kwak de Flamme,47
413,Bec du Kwak du Vent,47
414,Plume du Kwak de Glace,53
415,Plume du Kwak de Flamme,53
416,Plume du Kwak de Vent,53
417,Boue du Boo,15
418,Poils de Barbe du Grand Pa Wabbit,54
419,Oreille du Grand Pa Wabbit,106
420,Ficelle en Lin,15
421,Fleur de Lin,35
422,Graine de Lin,58
423,Lin,34
424,Fibre de Lin,55
425,Chanvre,34
426,Fibre de Chanvre,55
427,Graine de Chanvre,58
428,Fleur de Chanvre,35
429,Pointe de Flèche du Bwork Archer,15
430,Os Invisible du Chafer Invisible,47
431,Pierre du Craqueleur,51
432,Côtes du Rib,47
433,Fémur du Chafer Archer,47
434,Ecorce d'Abraknyde,96
435,Racine d'Abraknyde,98
436,Bâton en Racine d'Abraknyde,4
437,Bourgeon d'Abraknyde,108
438,Queue du Mulou,65
439,Canine du Mulou,47
440,Griffe du Mulou,15
441,Cuivre,39
442,Bronze,39
443,Kobalte,39
444,Etain,39
445,Manganèse,39
446,Bauxite,39
447,Charbon,39
448,Silex,51
449,Bois d'Ebène,38
450,Pierre de Granit,51
454,Hache de Bûcheron,19
455,Marteau de l'Aurore,7
456,Tueuse de Chênes,19
458,Amulette du Chafer,1
459,Planche en Frêne,95
460,Bois de Chêne,38
461,Bois d'If,38
462,Arc en Racine d'Abraknyde,2
463,Ambre,50
464,Ambre d'Abraknyde,50
465,Cristal,50
466,Saphir,50
467,Rubis,50
468,Pain d'Amakna,33
469,Baguette en Racine d'Abraknyde,3
470,Bois d'Orme,38
471,Bois d'Erable,38
472,Bois de Charme,38
473,Bois de Châtaignier,38
474,Bois de Merisier,38
476,Bois de Noyer,38
477,Sang de Dragon Cochon,15
478,Elagueuse de Charme,19
479,Ivoire,47
480,Minerai Etrange,39
481,Crâne du Dragon Cochon,47
482,Pelle Teuze,8
483,Grande Pelle Teuze,8
484,Puissante Pelle Teuze,8
485,Slip en cuir du Chafer Lancier,56
486,Cuir de Sanglier,56
487,Cuir du Dragon Cochon,56
489,Loupe,20
490,Fiole,20
491,Sertisseur,5
492,Le Pétrisseur,20
493,Marteau de Forgeur de Marteaux,7
494,Marteau de Forgeur d'Epées,7
495,Marteau de Forgeur de Dagues,7
496,Marteau de Forgeur de Pelles,7
497,Pioche du Mineur,21
498,Tailladeuse de Bâton,5
499,Tailladeuse de Baguette,5
500,Tailladeuse d'Arc,5
501,Sève d'Abraknyde Retravaillée,15
502,Trancheuse d'If,19
515,Boulgourde des Clairières,19
519,Poudre de Perlinpainpain,48
520,Pain aux Graines de Pavot,33
521,Pain aux Graines de Sésame,33
522,Pain aux Graines de Lin,33
524,Pain aux Noisettes,33
526,Pain aux Céréales,33
527,Pain aux Noix,33
528,Pain au Blé Complet,33
529,Farine d'Orge,52
530,Farine de Seigle,52
531,Farine d'Avoine,52
532,Seigle,34
533,Avoine,34
534,Farine de Malt,52
535,Farine de Houblon,52
536,Pain aux Flocons d'Avoine,33
537,Pomme de Terre,68
538,Pommes de Terre épluchées,68
539,Pain de Seigle,33
543,Pierre de Diamant,51
544,Pierre d'Emeraude,51
545,Pierre de Cristal,51
546,Pierre de Saphir,51
547,Pierre de Rubis,51
548,Potion de Rappel,12
577,Faux du Paysan,22
578,Pierre à Aiguiser,51
579,Coupe Cuir,5
580,Potion Ghetto Raide,12
582,Farine Blanche,52
583,Farine Bise,52
586,Farine Paysanne,52
587,Farine Complète,52
592,Corde d'Ivan Nowé,2
593,Orchidée Freyesque,35
594,Edelweiss,35
596,Canne à Pêche Courte,20
597,Filet simple de capture,99
598,Greu-Vette,41
600,Kralamoure,41
602,Requin Marteau-Faucille,41
603,Poisson Chaton,41
607,Truite Vaseuse,41
610,Amulette en Crabe,1
616,Amulette du Marin,1
617,Amulette du Pirate,1
619,Bâton du Maître des Bouftous,4
620,Découpeuse de Kralamoure,6
629,Chapeau Pointu,16
638,Amulette du Pêcheur de Somoon,1
639,Amulette des Abîmes,1
640,Arc des Rivages,2
641,Coton Ancestral,15
642,Cocon de Ver à Soie,15
643,Fil de Soie,15
646,Poils de Black Tiwabbit,54
648,Poils de Wabbit,54
649,Poils de Wo Wabbit,54
650,Poils de Grand Pa Wabbit,54
651,Etoffe du Mulou,55
652,Etoffe du Sanglier,55
653,Etoffe du Prespic,55
654,Etoffe du Wabbit,55
657,Bâton du Maître des Tofus,4
658,Bâton du Maître des Tabis,4
673,Mangeuse de Châtaignier,19
674,Fendeuse de Merisier,19
675,Trancheuse de Noyer,19
676,Mangeuse d'Erable,19
677,Cape du Pirate,17
678,Parchemin d'Ivoire,13
679,Parchemin Blanc,13
680,Parchemin Doré,13
683,Petit Parchemin de Force,76
684,Parchemin de Sorts,76
686,Petit Parchemin d'Intelligence,76
690,Farine de Lin,52
692,Pain Consistant,33
694,Dofus Pourpre,23
695,Parchemin de Bûcheron,13
696,La Coiffe du Ploukosse,16
697,Makroute,16
698,Choipo Podlard,16
699,Le Troma,16
700,Pandawa,16
701,Le Oiram,16
702,Kritter,16
703,Dora,16
704,Dantgoule,16
705,Masque Tromatisant,16
706,Crystal O'Boul,16
707,Minotokorno,16
708,Houde,16
709,Lorko Kasko,16
710,Korko Klako,16
711,Jouik Krampe,16
712,Gulliver,16
713,Parchemin de Forgeur d'Epées,13
714,Parchemin de Forgeur de Dagues,13
715,Parchemin de Sculpteur d'arcs,13
716,Parchemin de Sculpteur de Bâtons,13
717,Parchemin de Sculpteur de baguettes,13
718,Parchemin de Sort Flamiche,75
719,Parchemin de Sort Libération,75
720,Parchemin de Sort Foudroiement,75
721,Parchemin de Sort Invocation d'Arakne,75
724,Sort Maîtrise du Bâton,73
725,Sort Maîtrise de l'Epée,73
726,Sort Maîtrise de l'Arc,73
727,Sort Maîtrise du Marteau,73
728,Sort Maîtrise de la Baguette,73
729,Sort Maîtrise des Dagues,73
730,Sort Maîtrise de la Pelle,73
731,Parchemin de Sort Spécial Brokle,75
732,Alliance de Silimelle,9
733,Bottes de Ragalde,11
734,Ceinture de Sécurité,10
737,Dofus Emeraude,23
739,Dofus Turquoise,23
742,Bâton Cornu,4
743,Brioche Dorée,33
744,Cape de Bowisse,17
745,Lingot d'Or,40
746,Ebonite,40
747,Aluminite,40
748,Magnésite,40
749,Bakélélite,40
750,Kouartz,40
752,Sang du Vampire,15
754,Cape du Vampire,17
756,Slip en Cuir Moulant du Vampire,56
757,Gelée Bleutée,110
758,Cape du Justicier,17
759,Cape du Poolay Chogrelotant,17
760,Pain au curry sans curry,33
761,Poils de souris,54
764,Amulette du Petit Hibou,1
765,Faux de Farle Ingalsse,22
766,Koliet Aclou,1
767,Gantie Royal,9
768,Camaïneux,9
769,Einekeineux,11
770,Fecaflip,11
771,Mangeuse de Frêne,19
772,Cape Edépée,17
773,Cape Ellinie,17
774,Cape Ulais,17
775,Cape Abilité,17
776,Cape Sulcorpe,17
777,Cape du Coq Hû,17
778,Cape de Mori Arty,17
779,Cape Maj'Hic,17
781,Cape Itou Lascione,17
782,Agride,19
783,Amulette du Bûcheron,1
784,Bottes du Chat Buté,11
785,Anneau Fortifiant,9
786,Pendentif du Hibou Chétif,1
787,Anneau Rexik,9
789,Ceinture du Kobeer,10
790,Cape de Bonne Espérance,17
791,Abraknydi Vivitus,4
792,Sève d'Abraknyde,15
793,Potion de Vieillesse,12
795,Parchemin de Force,76
796,Grand Parchemin de Force,76
797,Puissant Parchemin de Force,76
798,Petit Parchemin d'Agilité,76
799,Parchemin d'Agilité,76
800,Grand Parchemin d'Agilité,76
801,Puissant Parchemin d'Agilité,76
802,Petit Parchemin de Sagesse,76
803,Parchemin de Sagesse,76
804,Grand Parchemin de Sagesse,76
805,Puissant Parchemin de Sagesse,76
806,Petit Parchemin de Vitalité,76
807,Parchemin de Vitalité,76
808,Grand Parchemin de Vitalité,76
809,Petit Parchemin de Chance,76
810,Puissant Parchemin de Vitalité,76
811,Parchemin de Chance,76
812,Grand Parchemin de Chance,76
814,Puissant Parchemin de Chance,76
815,Parchemin d'Intelligence,76
816,Grand Parchemin d'Intelligence,76
817,Puissant Parchemin d'Intelligence,76
818,Clé en Roche de Ded Aléïcar,12
819,Epée Sacrée,6
820,Grande Epée Sacrée,6
821,Puissante Epée Sacrée,6
822,Epée du Chevalier,6
823,Epée du Grand Chevalier,6
824,Epée du Puissant Chevalier,6
825,Lame du Bwork,6
826,Lame du Grand Bwork,6
827,Lame du Puissant Bwork,6
828,Arc Sifflant,2
829,Arc Hade,2
830,Baguette d'Intelligence,3
831,Grande Baguette d'Intelligence,3
832,Puissante Baguette d'Intelligence,3
833,Baguette de Sagesse,3
834,Grande Baguette de Sagesse,3
835,Puissante Baguette de Sagesse,3
836,Abranneau,9
837,Bottes de Kluh,11
838,Sang d'Oni,15
840,Poils du Minotoror,54
841,Anneau de Satisfaction,9
842,Coquille de Dragoeuf Doré,111
843,Coquille de Dragoeuf Noir,111
844,Oeuf de Dragoeuf de Saphir,105
845,Oeuf de Dragoeuf Doré,105
846,Oeuf de Dragoeuf Noir,105
847,Oeuf de Dragoeuf Blanc,105
848,Vieil Os de Dragoeuf,47
849,Anneau Forcesque,9
850,Anneau Agilesque,9
851,Anneau Vitalesque,9
852,Petit Anneau Magique,9
853,Petit Anneau du Chanceux,9
854,Amulette du Petit Ours,1
856,Grenouillette,1
859,Ceinture d'Agilité,10
860,Ceinture de Chance,10
861,Petites Bottes de Force,11
862,Sandales d'Intelligence,11
863,Bottes Agilesques,11
864,Bottes de Chance,11
867,Dragolyre,1
878,Parchemin de Boulanger,13
879,Parchemin de Cordonnier,13
880,Laine de Bouftou Royal,57
881,Laine de Boufton Blanc,57
882,Laine du Chef de Guerre Bouftou,57
883,Cuir de Boufton Blanc,56
884,Cuir de Boufton Noir,56
885,Laine de Boufton Noir,57
886,Cuir de Bouftou Royal,56
887,Cuir du Chef de Guerre Bouftou,56
888,Grandes Bottes de Concentration,11
889,Puissantes Bottes de Concentration,11
890,Bottes du Bouftou,11
891,Bottes du Grand Bouftou,11
892,Bottes du Puissant Bouftou,11
893,Petites Dagues Sylvestres,5
894,Dagues Sylvestres,5
895,Grandes Dagues Sylvestres,5
896,Puissantes Dagues Sylvestres,5
897,Petites Dagues Eguisées,5
898,Dagues Eguisées,5
899,Grandes Dagues Eguisées,5
900,Puissantes Dagues Eguisées,5
901,Cuir du Cochon de Lait,56
902,Petites Bottes de Klime,11
903,Bottes de Klime,11
904,Grandes Bottes de Klime,11
905,Surpuissantes Bottes de Klime,11
906,Petites Bottes de Poursuite,11
907,Bottes de Poursuite,11
908,Grandes Bottes de Poursuite,11
909,Puissantes Bottes de Poursuite,11
910,Bottes d'Hogmeiser,11
911,Bottes Usées d'Hogmeiser,11
912,Bottes Dorées d'Hogmeiser,11
916,Amulette de Silicate,1
917,La Feuille d'Automne,1
918,Ambre Ancestrale,50
919,Dagues Ancestrales,5
920,Bois Ancestral,38
922,Marteau du Forgeur de Haches,7
923,Fendeuse d'Abraknyde,19
924,Puissantes Bottes de Klime,11
926,Bois Envoûté,38
927,Fendeuse d'Abraknyde Ancestral,19
928,Lame d'Ogralimde,6
929,Kristalite,50
930,Carte au trésor des Mineurs Sombres,24
931,Carte au trésor des Boulangers Sombres,24
932,Petite Cape de Rougeur,17
933,Cape de Rougeur,17
934,Grande Cape de Rougeur,17
935,Petite Cape Bleutée,17
936,Cape Bleutée,17
937,Grande Cape Bleutée,17
938,Carte au trésor des Forgerons Sombres,24
939,Carte au trésor des Bworks,24
940,Louffeur,16
941,Bandeau Komintot,16
942,Lisseur,16
943,Petit Bandeau de Vitalité,16
944,Bandeau de Vitalité,16
945,Petite Cape Sombre,17
946,Cape Sombre,17
947,Grande Cape Sombre,17
948,Abracape,17
949,Grand Bandeau de Vitalité,16
951,Aiguilles et Fil,20
952,Cape du Mulou Fou,17
953,Cape du Tofu Fou,17
954,La Samoulaille,17
955,Cape Hilère,17
956,Cape Rice,17
957,La Boufteuse,17
958,Dofusteuse,17
959,Carte au trésor 5,24
960,Potion Wabbit,24
961,Clé Wabbit,24
962,Clé Wabbit,24
963,Clé Wabbit,24
965,Pierre de Dopeul,50
966,Manuel du Tailleur,25
967,Cape Fulgurante,17
968,Ceinture Fulgurante,10
969,Couronne du Wa Wabbit,16
970,Bâton du Wa Wabbit,4
971,Cape du Wa Wabbit,17
972,Dofus Cawotte,23
973,Patte d'Araknelle,24
974,Tête du Paysan en détresse,24
975,Canine du Vampire Captif,24
976,Citwouille,16
989,Shigekax Citron,42
990,Shigekax Fraise,42
991,Shigekax Menthe,42
992,Shigekax Cerise,42
993,Vertgely,42
994,Rougely,42
995,Blugely,42
996,Multygely,42
997,Noix de Kokoko,46
998,Caleçon Mignon du Capitaine Pirate,15
999,Toile peu ragoutante,55
1000,Tonneau vide,15
1001,Planche en bois de Kokoko,95
1002,Tronc de Kokoko,38
1003,Poutre en Bois de Kokoko,38
1004,Indispensable Corde,15
1005,Reçu pour le radeau,24
1006,Chapeau Pirate,24
1007,Crochet,24
1008,Mâchoire tombante,24
1009,Crâne de pirate,24
1010,Carapace verte,24
1011,Carapace jaune,24
1012,Carapace Rouge,24
1013,Carapace Bleue,24
1014,Masque Vert,24
1015,Masque Jaune,24
1016,Masque Rouge,24
1017,Masque Bleu,24
1018,Kole,15
1019,Casque,16
1020,Casque cassé,15
1021,Ailes en bois,17
1022,Ailes cassées,104
1023,Bouteille de rhum,15
1026,Petit couteau à Stek,5
1027,Couteau à Stek,5
1028,Grand couteau à Stek,5
1029,Large Couteau à Stek,5
1030,Queues de Chatons,5
1031,Dagues Cruelles d'Elorie Entuwan,5
1032,Petite Lame de Fon,5
1033,Lame de Fon,5
1034,Grande Lame de Fon,5
1035,Puissante lame de Fon,5
1036,Petite Dague Fourbesque,5
1037,Dague Fourbesque,5
1038,Superbe Dague Fourbesque,5
1039,Hypnotique Dague Fourbesque,5
1040,Lames Sanglantes D'Ortimus Contrari,5
1041,Epée Cassée du Chevalier Malchanceux,5
1042,Petite Pelle de Bois Dormant,8
1043,Pelle de Bois Dormant,8
1044,Grande Pelle de Bois Dormant,8
1045,Magnifique Pelle de Bois Dormant,8
1046,Petite Pelle Melle,8
1047,Pelle Melle,8
1048,Grande Pelle Melle,8
1049,Puissante Pelle Melle,8
1050,Petite Pelle Woukuis,8
1051,Pelle Woukuis,8
1052,Grande Pelle Woukuis,8
1053,Imposante Pelle Woukuis,8
1054,Cruelle Pelle-Truelle,8
1055,Petite Pelle de Koutoulou,8
1056,Pelle de Koutoulou,8
1057,Grande Pelle de Koutoulou,8
1058,Effrayante Pelle de Koutoulou,8
1059,Pelle des Champs,8
1060,Petite Masse d'Ha,7
1061,Masse d'Ha,7
1062,Solide Masse d'Ha,7
1063,Incassable Masse d'Ha,7
1064,Petit Marteau R'unique,7
1065,Marteau R'unique,7
1066,Grand Marteau R'unique,7
1067,Imposant Marteau R'unique,7
1068,Petite Masse Tmosfer,7
1069,Masse Tmosfer,7
1070,Longue Masse Tmosfer,7
1071,Redoutable Masse Tmosfer,7
1072,Petit marteau Outar,7
1073,Marteau Outar,7
1074,Grand Marteau Outar,7
1075,Imposant Marteau Outar,7
1076,Petite Masse Aj Taye,7
1077,Masse Aj Taye,7
1078,Grande Masse Aj Taye,7
1079,Puissante Masse Aj Taye,7
1080,Petit Marteau Pospodrol,7
1081,Marteau Pospodrol,7
1082,Grand Marteau Pospodrol,7
1083,Puissant marteau Pospodrol,7
1084,Marteau à Torts,7
1085,Marteau des Falistos,7
1086,Peinture noire,15
1087,Anneau du Mental,9
1088,Masque Kanniboule,16
1089,Ticket île de moon,15
1090,Astrocoiffe,16
1091,Potion d'oubli : 'Pile ou Face',43
1092,Petit Arc Buse,2
1093,Arc Buse,2
1094,Grand Arc Buse,2
1095,Puissant Arc Buse,2
1096,Petit Arc en Corne de Bouftou,2
1097,Arc en Corne de Bouftou,2
1098,Arc Lourd en Corne de Bouftou,2
1099,Amulette Élémentaire,1
1101,Petite Baguette Heure,3
1102,Baguette Heure,3
1103,Grande Baguette Heure,3
1104,Terrifiante Baguette Heure,3
1105,Petite Baguette d'Eglise,3
1107,Baguette d'Eglise,3
1108,Lourde Baguette d'Eglise,3
1109,Petit bâton de fausse magie,4
1110,Bâton de fausse magie,4
1111,Grand bâton de fausse magie,4
1112,Arc Royal en Corne de Bouftou,2
1113,"Arc dit Kéha, version soldée",2
1114,"Arc dit Kéha, version standard",2
1115,"Arc dit Kéha, version spéciale",2
1116,"Arc dit Kéha, nouvelle version",2
1117,Petit Arc Ecologique,2
1118,Arc Ecologique,2
1119,Grand Arc Ecologique,2
1120,Célèbre Arc Ecologique,2
1121,Arc de Cristal Opaque,2
1122,Arc de Cristal,2
1123,Arc de Cristal Translucide,2
1124,Arc de Cristal Pur,2
1125,Petit Arc du Roi des Borins,2
1126,Arc du Roi des Borins,2
1127,Elégant Arc du Roi des Borins,2
1128,Surpuissant Arc du Roi des Borins,2
1129,Coquille de Dragoeuf Saphir,111
1130,Potion d'oubli : 'Perception',43
1131,Imposante Baguette d'Eglise,3
1132,Baguette Ni'Ninnin,3
1133,Petite Baguette à Pans,3
1134,Baguette à Pans,3
1135,Grande Baguette à Pans,3
1136,Indispensable Baguette à Pans,3
1137,Discrète Baguette d'Houvette,3
1138,Baguette d'Houvette,3
1139,Grande Baguette d'Houvette,3
1140,Traumatisante Baguette d'Houvette,3
1141,Plume du Kwak de Terre,53
1142,Bec du Kwak de Terre,47
1143,Petite Baguette Meneuse,3
1144,Baguette Meneuse,3
1145,Grande Baguette Meneuse,3
1146,Excellente Baguette Meneuse,3
1147,Véritable bâton de fausse magie,4
1148,Petit Bâton Dakn,4
1149,Bâton Dakn,4
1150,Gros Bâton Dakn,4
1151,Enorme bâton Dakn,4
1152,Petit Bâton-Boule de Voyante,4
1153,Bâton-Boule de Voyante,4
1154,Grand Bâton-Boule de Voyante,4
1157,Omnicient bâton-boule de voyante,4
1161,Simple Bâton des Rois,4
1162,Excellent Bâton des Rois,4
1163,Bâton des Rois,4
1164,Grand Bâton des Rois,4
1165,Potion d'oubli : 'Roulette',43
1166,Potion d'oubli : 'Chance d'Ecaflip',43
1167,Potion d'oubli : 'Bluff',43
1168,Potion d'oubli : 'Trèfle',43
1169,Potion d'oubli : 'Tout ou rien',43
1170,Potion d'oubli : 'Bond du Félin',43
1171,Potion d'oubli : 'Topkaj',43
1172,Potion d'oubli : 'Langue râpeuse',43
1173,Potion d'oubli : 'Roue de la fortune',43
1174,Potion d'oubli : 'Griffe Invocatrice',43
1175,Potion d'oubli : 'Esprit Félin',43
1176,Potion d'oubli : 'Odorat',43
1177,Potion d'oubli : 'Réflexes',43
1178,Potion d'oubli : 'Griffe joueuse',43
1179,Potion d'oubli : 'Griffe de Ceangal',43
1180,Potion d'oubli : 'Rekop',43
1181,Potion d'oubli : 'Destin d'Ecaflip',43
1182,Potion de Mini Soin,12
1183,Potion de Mini Soin Supérieure,12
1184,Potion d'oubli : 'Armure de feu',43
1185,Potion d'oubli : 'Aveuglement ',43
1186,Potion d'oubli : 'Attaque Naturelle',43
1187,Potion d'oubli : 'Renvoi de sort',43
1188,Potion d'oubli : 'Glyphe aggressif',43
1189,Potion d'oubli : 'Armure de Neutralité et de Terre',43
1190,Potion d'oubli : 'Attaque Nuageuse',43
1191,Potion d'oubli : Armure Venteuse,43
1192,Potion d'oubli : 'Immunité',43
